id,brand_id,name,released_at,body,os,storage,display_size,display_resolution,camera_pixels,video_pixels,ram,chipset,battery_size,battery_type,created_at,updated_at
1091,4,Samsung P860,Cancelled,,Feature phone,RS-MMC slot,&nbsp;,320x240 pixels,5 MP         ,Video recorder,&nbsp; ,,950 mAh ,Li-Ion,8/9/2021 06:55:19,8/9/2021 06:55:19
1092,4,Samsung E730,"Released 2005, Q1","88g, 23mm thickness",Feature phone,No card slot,&nbsp;,176x220 pixels,1.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 06:55:22,8/9/2021 06:55:22
1101,4,Samsung D730,"Released 2005, Q1","95g, 24mm thickness","Symbian, Series 60 UI","18MB storage, MMC-micro slot","1.8""",176x220 pixels,1.3 MP         ,Video recorder,&nbsp; ,,1000 mAh ,Li-Ion,8/9/2021 06:55:45,8/9/2021 06:55:45
1102,4,Samsung i750,"Released 2005, Q1","160g, 22mm thickness",Microsoft Windows Mobile 2003 SE PocketPC,"79MB storage, microSD slot","2.6""",320x240 pixels,2 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 06:55:47,8/9/2021 06:55:47
1103,4,Samsung E620,"Released 2005, Q1","85g, 24mm thickness",Feature phone,No card slot,&nbsp;,176x220 pixels,1 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 06:55:50,8/9/2021 06:55:50
1104,4,Samsung E750,"Released 2005, Q1","97g, 24mm thickness",Feature phone,"90MB storage, no card slot",&nbsp;,176x220 pixels,1.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 06:55:52,8/9/2021 06:55:52
1105,4,Samsung E640,"Released 2005, Q1","90g, 23.5mm thickness",Feature phone,"32MB storage, no card slot",&nbsp;,176x220 pixels,1.3 MP         ,144p,&nbsp; ,,820 mAh ,Li-Ion,8/9/2021 06:55:54,8/9/2021 06:55:54
1106,4,Samsung E530,"Released 2005, Q1","85g, 26mm thickness",Feature phone,No card slot,&nbsp;,176x220 pixels,1 MP         ,Video recorder,&nbsp; ,,820 mAh ,Li-Ion,8/9/2021 06:55:56,8/9/2021 06:55:56
1107,4,Samsung D510,"Released 2005, Q1","95g, 24mm thickness",Feature phone,"30MB storage, microSD slot","1.9""",176x220 pixels,1.3 MP         ,Video recorder,&nbsp; ,,900 mAh ,Li-Ion,8/9/2021 06:55:59,8/9/2021 06:55:59
1108,4,Samsung X800,"Released 2005, Q1","89g, 24mm thickness",Feature phone,"80MB storage, microSD slot","1.8""","176x220 pixels, 6 lines",1.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 06:56:01,8/9/2021 06:56:01
1118,4,Samsung X620,"Released 2005, Q1","71g, 20mm thickness",Feature phone,"3MB storage, no card slot","1.7""",128x160 pixels,0.3 MP         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 06:56:25,8/9/2021 06:56:25
1119,4,Samsung Z140,"Released 2005, Q1","105g, 26mm thickness",Feature phone,"44MB storage, no card slot",&nbsp;,176x220 pixels,0.3 MP         ,Video recorder,&nbsp; ,,1000 mAh ,Li-Ion,8/9/2021 06:56:27,8/9/2021 06:56:27
1120,4,Samsung E880,"Released 2005, Q1","88g, 23mm thickness",Feature phone,"80MB storage, no card slot","1.7""","176x220 pixels, 9 lines",1 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 06:56:29,8/9/2021 06:56:29
1125,4,Samsung S342i,"Released 2005, Q1","85g, 24mm thickness",Feature phone,No card slot,&nbsp;,176x220 pixels,0.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 06:56:43,8/9/2021 06:56:43
1182,4,Samsung D550,Cancelled,"119g, 23mm thickness",Feature phone,"80MB storage, microSD slot","2.3""",176x220 pixels,1.2 MP         ,Video recorder,&nbsp; ,,820 mAh ,Li-Ion,8/9/2021 06:59:19,8/9/2021 06:59:19
1184,4,Samsung C230,"Released 2005, Q2","70g, 19mm thickness",Feature phone,No card slot,"1.5""","128x128 pixels, 5 lines",NO         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 06:59:26,8/9/2021 06:59:26
1185,4,Samsung X810,"Released 2005, Q2","85g, 24mm thickness",Feature phone,"90MB storage, microSD slot","1.6""",128x160 pixels,1.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 06:59:28,8/9/2021 06:59:28
1227,4,Samsung E760,"Released 2005, Q1","87g, 23mm thickness",Feature phone,"92MB storage, no card slot",&nbsp;,176x220 pixels,1.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:01:08,8/9/2021 07:01:08
1241,4,Samsung C210,"Released 2005, Q3","69g, 19mm thickness",Feature phone,No card slot,"1.5""","128x128 pixels, 5 lines",NO         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:01:41,8/9/2021 07:01:41
1274,4,Samsung X700,"Released 2005, Q2","95g, 19mm thickness",Feature phone,"35MB storage, microSD slot","2.0""",176x220 pixels,1.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Po,8/9/2021 07:03:03,8/9/2021 07:03:03
1290,4,Samsung Serene,"Released 2005, Oct","110g, 23.9mm thickness",Feature phone,No card slot,&nbsp;,320x240 pixels,0.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:03:41,8/9/2021 07:03:41
1291,4,Samsung S410i,"Released 2005, Q1","90g, 23mm thickness",Feature phone,"88MB storage, no card slot",&nbsp;,176x220 pixels,1.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:03:43,8/9/2021 07:03:43
1292,4,Samsung X660,"Released 2005, Q4","78g, 21.5mm thickness",Feature phone,"8MB storage, no card slot",&nbsp;,"128x160 pixels, 8 lines",0.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:03:45,8/9/2021 07:03:45
1293,4,Samsung X200,"Released 2005, Q4","77g, 20mm thickness",Feature phone,No card slot,&nbsp;,"128x160 pixels, 8 lines",NO         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:03:48,8/9/2021 07:03:48
1316,4,Samsung E860,"Released 2005, Q4","90g, 23mm thickness",Feature phone,"88MB storage, no card slot",&nbsp;,176x220 pixels,1.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:04:55,8/9/2021 07:04:55
1317,4,Samsung S500i,"Released 2005, Q4","98g, 23mm thickness",Feature phone,"80MB storage, microSD slot",&nbsp;,240x320 pixels,1.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:04:57,8/9/2021 07:04:57
1318,4,Samsung ZV30,"Released 2005, Q4","110g, 25.5mm thickness",Feature phone,"40MB storage, microSD slot",&nbsp;,176x220 pixels,1.3 MP         ,144p,&nbsp; ,,1000 mAh ,Li-Ion,8/9/2021 07:05:00,8/9/2021 07:05:00
1319,4,Samsung E360,"Released 2005, Q4","79g, 22.5mm thickness",Feature phone,"44MB storage, no card slot",&nbsp;,128x160 pixels,0.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:05:02,8/9/2021 07:05:02
1320,4,Samsung E770,"Released 2005, Q4","85g, 20mm thickness",Feature phone,"80MB storage, microSD slot","1.9""",176x220 pixels,1.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:05:04,8/9/2021 07:05:04
1327,4,Samsung P300,"Released 2005, Q4","85g, 8.9mm thickness",Feature phone,"80MB storage, no card slot","1.8""",220x176 pixels,1.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:05:25,8/9/2021 07:05:25
1329,4,Samsung Z510,"Released 2005, Q4","97g, 14.9mm thickness",Feature phone,"138MB storage, no card slot",&nbsp;,240x320 pixels,1.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:05:32,8/9/2021 07:05:32
1330,4,Samsung Z540,"Released 2005, Q4","105g, 14.9mm thickness",Feature phone,"140MB storage, no card slot",&nbsp;,240x320 pixels,1.3 MP         ,144p,&nbsp; ,,880 mAh ,Li-Ion,8/9/2021 07:05:34,8/9/2021 07:05:34
1331,4,Samsung D800,"Released 2005, Q4","98g, 14.9mm thickness",Feature phone,"80MB storage, no card slot","2.2""",240x320 pixels,1.3 MP         ,144p,&nbsp; ,,850 mAh ,Li-Ion,8/9/2021 07:05:37,8/9/2021 07:05:37
1332,4,Samsung D820,"Released 2005, Q4","99g, 15.2mm thickness",Feature phone,"73MB storage, microSD slot","2.1""",240x320 pixels,1.3 MP         ,144p,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:05:41,8/9/2021 07:05:41
1333,4,Samsung ZV10,"Released 2005, Q4","105g, 25.8mm thickness",Feature phone,"50MB storage, no card slot",&nbsp;,176x220 pixels,0.3 MP         ,144p,&nbsp; ,,1000 mAh ,Li-Ion,8/9/2021 07:05:44,8/9/2021 07:05:44
1356,4,Samsung C120,"Released 2005, Q4","76g, 18mm thickness",Feature phone,No card slot,"1.6""",128x128 pixels,NO         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:06:38,8/9/2021 07:06:38
1357,4,Samsung X150,"Released 2005, Q4","69g, 20mm thickness",Feature phone,No card slot,"1.5""","128x160 pixels, 8 lines",NO         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:06:40,8/9/2021 07:06:40
1374,4,Samsung Z320i,"Released 2005, Q4","105g, 22.9mm thickness",Feature phone,"120MB storage, no card slot","2.0""","176x220 pixels, 1.9 inch",1.3 MP         ,Video recorder,&nbsp; ,,620 mAh ,Li-Ion,8/9/2021 07:07:26,8/9/2021 07:07:26
1384,4,Samsung i300x,"Released 2006, Q1","121g, 20mm thickness",Microsoft Windows Mobile 2003 SE Smartphone,"4GB storage, microSD slot","2.0""",240x320 pixels,1.3 MP         ,Video recorder,64 MB RAM ,,1000 mAh ,Li-Ion,8/9/2021 07:07:52,8/9/2021 07:07:52
1392,4,Samsung D810,"Released 2006, Q1","98g, 14.5mm thickness",Feature phone,"80MB storage, no card slot","2.0""",240x320 pixels,1.3 MP         ,144p,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:08:10,8/9/2021 07:08:10
1395,4,Samsung X490,"Released 2005, Q4","86g, 24mm thickness",Feature phone,"3MB storage, no card slot",&nbsp;,"128x160 pixels, 8 lines",NO         ,No video recorder,&nbsp; ,,850 mAh ,Li-Ion,8/9/2021 07:08:18,8/9/2021 07:08:18
1400,4,Samsung E870,"Released 2006, Q1","85g, 16mm thickness",Feature phone,"80MB storage, microSD slot",&nbsp;,176x220 pixels,1.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:08:30,8/9/2021 07:08:30
1403,4,Samsung P900,"Released 2006, February","124g, 26.6mm thickness",Feature phone,"80MB storage, microSD slot","2.2""",240x320 pixels,2 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:08:38,8/9/2021 07:08:38
1415,4,Samsung Z560,"Released 2006, February","94g, 16mm thickness",Feature phone,"20MB storage, microSD slot","2.3""",240x320 pixels,2 MP         ,144p,&nbsp; ,,900 mAh ,Li-Ion,8/9/2021 07:09:16,8/9/2021 07:09:16
1416,4,Samsung P910,"Released 2006, February","133g, 27.4mm thickness",Feature phone,"20MB storage, microSD slot","2.2""",240x320 pixels,1.3 MP         ,No video recorder,&nbsp; ,,900 mAh ,Li-Ion,8/9/2021 07:09:18,8/9/2021 07:09:18
1417,4,Samsung D520,"Released 2006, February","94g, 15.9mm thickness",Feature phone,"80MB storage, no card slot","1.9""",176x220 pixels,1.3 MP         ,144p,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:09:21,8/9/2021 07:09:21
1418,4,Samsung i320,"Released 2006, February","95g, 11.5mm thickness",Microsoft Windows Mobile 5.0 Smartphone,"128MB storage, microSD slot","2.2""","320x240 pixels, 2.2 inch",1.3 MP         ,Video recorder,&nbsp; ,,1000 mAh ,Li-Ion,8/9/2021 07:09:23,8/9/2021 07:09:23
1420,4,Samsung Z150,"Released 2006, February","77g, 9.8mm thickness",Feature phone,"50MB storage, no card slot","1.9""","176x220 pixels, 1.9 inch",0.3 MP         ,144p,&nbsp; ,,900 mAh ,Li-Ion,8/9/2021 07:09:30,8/9/2021 07:09:30
1421,4,Samsung Z310,"Released 2006, February","105g, 23mm thickness",Feature phone,"50MB storage, microSD slot",&nbsp;,"176x220 pixels, 2.0 inch",1 MP         ,Video recorder,&nbsp; ,,950 mAh ,Li-Ion,8/9/2021 07:09:32,8/9/2021 07:09:32
1422,4,Samsung Z350,Cancelled,"107g, 18.4mm thickness",Feature phone,"30MB storage, microSD slot","2.0""",240x320 pixels,1.3 MP         ,Video recorder,&nbsp; ,,950 mAh ,Li-Ion,8/9/2021 07:09:35,8/9/2021 07:09:35
1423,4,Samsung Z520,"Released 2006, February","105g, 22.8mm thickness",Feature phone,"40MB storage, microSD slot",&nbsp;,"240x320 pixels, 2.0 inch",2 MP         ,Video recorder,&nbsp; ,,950 mAh ,Li-Ion,8/9/2021 07:09:37,8/9/2021 07:09:37
1424,4,Samsung Z330,Cancelled,"85g, 21mm thickness",Feature phone,"140MB storage, no card slot",&nbsp;,"176x220 pixels, 1.9 inch",1.3 MP         ,Video recorder,&nbsp; ,,950 mAh ,Li-Ion,8/9/2021 07:09:39,8/9/2021 07:09:39
1425,4,Samsung Z600,Cancelled,"115g, 23.5mm thickness","Symbian, Series 60 UI","70MB storage, microSD slot",&nbsp;,"176x208 pixels, 2.1 inch",2 MP         ,Video recorder,&nbsp; ,TI OMAP 5910,950 mAh ,Li-Ion,8/9/2021 07:09:42,8/9/2021 07:09:42
1426,4,Samsung Z710,"Released 2006, February","108g, 20.5mm thickness",Feature phone,"128MB storage, microSD slot",&nbsp;,"240x320 pixels, 2.15 inch",3 MP         ,Video recorder,&nbsp; ,,880 mAh ,Li-Ion,8/9/2021 07:09:44,8/9/2021 07:09:44
1453,4,Samsung S400i,"Released 2006, February","88g, 20.9mm thickness",Feature phone,"13MB storage, no card slot","1.8""",176x220 pixels,0.3 MP         ,Video recorder,&nbsp; ,,900 mAh ,Li-Ion,8/9/2021 07:10:47,8/9/2021 07:10:47
1454,4,Samsung D300,"Released 2006, February","122g, 21mm thickness",Feature phone,"5MB storage, no card slot","2.2""",176x220 pixels,NO         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:10:50,8/9/2021 07:10:50
1455,4,Samsung X300,"Released 2006, February","77g, 22mm thickness",Feature phone,"1.1MB storage, no card slot","1.7""",128x160 pixels,NO         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:10:52,8/9/2021 07:10:52
1472,4,Samsung i310,"Released 2006, March","120g, 19.8mm thickness",Microsoft Windows Mobile 5.0 Smartphone,"8GB storage, microSD","2.0""",240x320 pixels,2 MP         ,Video recorder,64 MB RAM ,,&nbsp;,,8/9/2021 07:11:32,8/9/2021 07:11:32
1482,4,Samsung D870,"Released 2006, March","93g, 13mm thickness",Feature phone,"80MB storage, microSD slot","2.1""",240x320 pixels,3 MP         ,Video recorder,&nbsp; ,,&nbsp;,,8/9/2021 07:11:55,8/9/2021 07:11:55
1483,4,Samsung D780 flip,Cancelled,"87g, 15.5mm thickness",Feature phone,"80MB storage, no card slot",&nbsp;,176x220 pixels,2 MP         ,Video recorder,&nbsp; ,,&nbsp;,,8/9/2021 07:11:57,8/9/2021 07:11:57
1484,4,Samsung E900,"Released 2006, March","93g, 16.5mm thickness",Feature phone,"80MB storage, microSD slot","2.0""",240x320 pixels,2 MP         ,144p,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:12:02,8/9/2021 07:12:02
1485,4,Samsung Z550,"Released 2006, March","95g, 17.5mm thickness",Feature phone,"138MB storage, microSD slot","2.0""",240x320 pixels,2 MP         ,Video recorder,&nbsp; ,,&nbsp;,,8/9/2021 07:12:05,8/9/2021 07:12:05
1486,4,Samsung Z400,"Released 2006, March","107g, 19.2mm thickness",Feature phone,"30MB storage, microSD slot","2.0""",240x320 pixels,2 MP         ,Video recorder,&nbsp; ,,&nbsp;,,8/9/2021 07:12:07,8/9/2021 07:12:07
1521,4,Samsung X670,"Released 2006, Q1","79g, 21mm thickness",Feature phone,"18MB storage, no card slot","1.8""",128x160 pixels,0.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:13:41,8/9/2021 07:13:41
1530,4,Samsung E370,"Released 2006, March","85g, 20.4mm thickness",Feature phone,"40MB storage, no card slot","1.8""",128x160 pixels,1.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:14:07,8/9/2021 07:14:07
1531,4,Samsung X160,"Released 2006, Q1","77g, 19.9mm thickness",Feature phone,"1.2MB storage, no card slot","1.8""","128x160 pixels, 8 lines",NO         ,No video recorder,&nbsp; ,,750 mAh ,Li-Ion,8/9/2021 07:14:09,8/9/2021 07:14:09
1532,4,Samsung X820,"Released 2006, May","66g, 6.9mm thickness",Feature phone,"80MB storage, no card slot","1.8""",220x176 pixels,2 MP         ,144p,&nbsp; ,,630 mAh ,Li-Po,8/9/2021 07:14:12,8/9/2021 07:14:12
1543,4,Samsung X650,"Released 2006, Q1","80g, 20mm thickness",Feature phone,"3MB storage, no card slot",&nbsp;,"128x160 pixels, 8 lines",0.3 MP         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:14:47,8/9/2021 07:14:47
1555,4,Samsung X210,"Released 2006, May","76g, 19.7mm thickness",Feature phone,"1.8MB storage, no card slot",&nbsp;,"128x160 pixels, 8 lines",NO         ,No video recorder,&nbsp; ,,830 mAh ,Li-Ion,8/9/2021 07:15:15,8/9/2021 07:15:15
1563,4,Samsung D900,"Released 2006, June","85g, 12.9mm thickness",Feature phone,"60MB storage, microSD slot","2.1""",240x320 pixels,3 MP         ,144p,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:15:33,8/9/2021 07:15:33
1568,4,Samsung ZV50,"Released 2006, March","105g, 22.8mm thickness",Feature phone,"30MB storage, microSD slot",&nbsp;,"240x320 pixels, 2 inch",2 MP         ,240p,&nbsp; ,,900 mAh ,Li-Ion,8/9/2021 07:15:47,8/9/2021 07:15:47
1575,4,Samsung P920,"Released 2006, Q2","125g, 27.4mm thickness",Feature phone,"20MB storage, microSD slot","2.2""",240x320 pixels,1.3 MP         ,Video recorder,&nbsp; ,,1000 mAh ,Li-Ion,8/9/2021 07:16:12,8/9/2021 07:16:12
1576,4,Samsung D830,"Released 2006, June","85g, 9.9mm thickness",Feature phone,"80MB storage, microSD slot","2.3""",240x320 pixels,2 MP         ,144p,&nbsp; ,,630 mAh ,Li-Ion,8/9/2021 07:16:14,8/9/2021 07:16:14
1584,4,Samsung C130,"Released 2006, May","75g, 14.8mm thickness",Feature phone,"1.8MB storage, no card slot","1.6""","128x128 pixels, 1.5 inch",NO         ,No video recorder,&nbsp; ,,750 mAh ,Li-Ion,8/9/2021 07:16:33,8/9/2021 07:16:33
1590,4,Samsung D840,"Released 2006, June","100g, 11.9mm thickness",Feature phone,"80MB storage, microSD slot","2.12""",240x320 pixels,2 MP         ,Video recorder,&nbsp; ,,700 mAh ,Li-Ion,8/9/2021 07:16:47,8/9/2021 07:16:47
1591,4,Samsung X500,"Released 2006, June","79g, 19.9mm thickness",Feature phone,"8MB storage, no card slot","1.8""",128x160 pixels,NO         ,No video recorder,&nbsp; ,,750 mAh ,Li-Ion,8/9/2021 07:16:50,8/9/2021 07:16:50
1592,4,Samsung C240,"Released 2006, June","68g, 15.6mm thickness",Feature phone,"1.2MB storage, no card slot","1.6""",128x128 pixels,NO         ,No video recorder,&nbsp; ,,750 mAh ,Li-Ion,8/9/2021 07:16:52,8/9/2021 07:16:52
1593,4,Samsung E780,"Released 2006, Q1","90g, 15.5mm thickness",Feature phone,"80MB storage, no card slot",&nbsp;,176x220 pixels,2 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:16:54,8/9/2021 07:16:54
1595,4,Samsung X630,"Released 2006, Q2","84g, 19mm thickness",Feature phone,"28MB storage, no card slot","1.7""",128x160 pixels,0.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:16:59,8/9/2021 07:16:59
1596,4,Samsung X680,"Released 2006, Q2","80g, 19mm thickness",Feature phone,"30MB storage, no card slot","1.8""",128x160 pixels,0.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:17:03,8/9/2021 07:17:03
1600,4,Samsung E380,"Released 2006, July","77g, 16.8mm thickness",Feature phone,"40MB storage, no card slot","1.9""",176x220 pixels,1.3 MP         ,Video recorder,&nbsp; ,,750 mAh ,Li-Ion,8/9/2021 07:17:13,8/9/2021 07:17:13
1605,4,Samsung S401i,"Released 2006, July","75g, 19.8mm thickness",Feature phone,"25MB storage, no card slot",&nbsp;,128x160 pixels,0.3 MP         ,Video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:17:24,8/9/2021 07:17:24
1606,4,Samsung S501i,"Released 2006, July","80g, 19.5mm thickness",Feature phone,"80MB storage, microSD slot",&nbsp;,176x220 pixels,1.3 MP         ,144p,&nbsp; ,,750 mAh ,Li-Ion,8/9/2021 07:17:27,8/9/2021 07:17:27
1618,4,Samsung ZV40,"Released 2006, July","93g, 23mm thickness",Feature phone,"30MB storage, microSD slot","1.9""",176x220 pixels,1.3 MP         ,144p,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:17:55,8/9/2021 07:17:55
1619,4,Samsung P200,"Released 2006, July","95g, 22.5mm thickness",Feature phone,"80MB storage, no card slot","1.9""",176x220 pixels,1.3 MP         ,144p,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:17:57,8/9/2021 07:17:57
1651,4,Samsung Z370,"Released 2006, August","71g, 8.4mm thickness",Feature phone,"20MB storage, microSD slot","1.9""",220x176 pixels,2 MP         ,Video recorder,&nbsp; ,,900 mAh ,Li-Ion,8/9/2021 07:19:20,8/9/2021 07:19:20
1652,4,Samsung Z620,"Released 2006, August","96.5g, 11.8mm thickness",Feature phone,"20MB storage, microSD slot","2.3""",240x320 pixels,2 MP         ,240p,&nbsp; ,,900 mAh ,Li-Ion,8/9/2021 07:19:22,8/9/2021 07:19:22
1653,4,Samsung Z720,"Released 2006, August","80g, 13.8mm thickness",Feature phone,"20MB storage, microSD slot","2.1""",240x320 pixels,3 MP         ,Video recorder,&nbsp; ,,900 mAh ,Li-Ion,8/9/2021 07:19:24,8/9/2021 07:19:24
1657,4,Samsung X830,"Released 2006, September","72g, 20mm thickness",Feature phone,"1GB storage, no card slot","1.46""",128x220 pixels,1.3 MP         ,144p,&nbsp; ,,800 mAh ,Li-Po,8/9/2021 07:19:33,8/9/2021 07:19:33
1658,4,Samsung P310,"Released 2006, September","85g, 8.9mm thickness",Feature phone,"80MB storage, microSD slot","1.9""",320x240 pixels,2 MP         ,144p,&nbsp; ,,550 mAh ,Li-Po,8/9/2021 07:19:38,8/9/2021 07:19:38
1683,4,Samsung C400,"Released 2006, September","85g, 16mm thickness",Feature phone,"1.8MB storage, no card slot",&nbsp;,128x160 pixels,0.3 MP         ,No video recorder,&nbsp; ,,750 mAh ,Li-Ion,8/9/2021 07:20:42,8/9/2021 07:20:42
1701,4,Samsung Z230,"Released 2006, September","95g, 23mm thickness",Feature phone,"28MB storage, microSD slot","1.9""",176x220 pixels,1.3 MP         ,Video recorder,&nbsp; ,,900 mAh ,Li-Ion,8/9/2021 07:21:35,8/9/2021 07:21:35
1731,4,Samsung E570,"Released 2006, October","81g, 24mm thickness",Feature phone,microSD slot,"1.8""",176x220 pixels,1.3 MP         ,144p,&nbsp; ,,750 mAh ,Li-Ion,8/9/2021 07:22:48,8/9/2021 07:22:48
1732,4,Samsung E420,"Released 2006, October","77g, 17.4mm thickness",Feature phone,"2MB storage, no card slot","1.8""",128x160 pixels,0.3 MP         ,No video recorder,&nbsp; ,,750 mAh ,Li-Ion,8/9/2021 07:22:50,8/9/2021 07:22:50
1737,4,Samsung X510,"Released 2006, October","75g, 19mm thickness",Feature phone,No card slot,"1.8""",128x160 pixels,0.3 MP         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:23:02,8/9/2021 07:23:02
1743,4,Samsung C300,"Released 2006, October","94g, 18.8mm thickness",Feature phone,"2MB storage, no card slot","1.8""",128x160 pixels,NO         ,No video recorder,&nbsp; ,,800 mAh ,Li-Ion,8/9/2021 07:23:18,8/9/2021 07:23:18
1744,4,Samsung X530,"Released 2006, October","79g, 18mm thickness",Feature phone,No card slot,"1.9""",128x160 pixels,0.3 MP         ,No video recorder,&nbsp; ,,750 mAh ,Li-Ion,8/9/2021 07:23:21,8/9/2021 07:23:21
1745,4,Samsung E390,"Released 2006, October","80g, 16mm thickness",Feature phone,"15MB storage, microSD slot","2.0""",176x220 pixels,1.3 MP         ,Video recorder,&nbsp; ,,750 mAh ,Li-Ion,8/9/2021 07:23:23,8/9/2021 07:23:23
